,Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total
2720,5884-1,2015-05-03,Patrick Ryan,"Cnr Williams Road & Lechlade Ave,South Yarra",Melbourne,VIC,Consumer,Yvette Biti,Medium,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,2015-05-05,10.07,15.98,5.91,19,415.48,0.0,12.46,403.02,4.0,407.02
2721,5884-1,2015-03-04,Harold Pawlan,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Desktop 3-Pocket Hot File,Office Supplies,Wrap Bag,Regular Air,2015-03-06,22.18,54.1,31.92,41,219.4,0.02,2.19,217.29,19.99,214.19
2722,5884-2,2013-06-26,Roy Collins,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,Not Specified,Barrel Sharpener,Office Supplies,Wrap Bag,Regular Air,2013-06-27,1.46,3.57,2.11,23,136.02,0.06,3.06,123.84,4.17,126.43
2723,5885-1,2016-05-09,Cindy Stewart,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,High,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Small Pack,Express Air,2016-05-11,21.56,36.55,14.99,10,852.2,0.01,42.21,815.88,13.89,824.68
2724,5885-1,2017-02-01,Joy Daniels,"12 Princess Hwy,Sylvania",Sydney,NSW,Small Business,Nicholas Fernandes,Low,"24 Capacity Maxi Data Binder Racks, Pearl",Office Supplies,Small Box,Regular Air,2017-02-05,84.22,210.55,126.33,31,860.19,0.07,42.01,710.98,9.99,724.38
2725,5885-1,2015-05-04,Guy Armstrong,"6 Mary St,Newtown",Sydney,NSW,Corporate,Samantha Chairs,High,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,Regular Air,2015-05-05,21.56,36.55,14.99,44,3789.9,0.07,189.5,3600.41,13.89,3610.4
2726,5886-1,2014-06-25,Nora Paige,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,High,TechSavi Cordless Elite Duo,Office Supplies,Wrap Bag,Regular Air,2014-06-25,60.59,100.98,40.39,35,1253.81,0.09,115.38,1238.34,7.18,1221.4
2727,5886-1,2014-10-06,Sanjit Jacobs,"541 Church St,Richmond",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Beekin 105-Key Black Keyboard,Office Supplies,Wrap Bag,Regular Air,2014-10-07,6.39,19.98,13.59,45,825.38,0.08,52.51,817.47,4.0,824.67
2728,5887-1,2015-05-11,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Apex Design Stainless Steel Bent Scissors,Office Supplies,Small Box,Regular Air,2015-05-13,2.87,6.84,3.97,38,470.58,0.09,23.53,447.05,4.42,451.73
2729,5887-1,2015-02-04,Brad Thomas,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Consumer,Tina Carlton,Low,"DrawIt Colored Pencils, 48-Color Set",Furniture,Small Pack,Regular Air,2015-02-06,21.56,36.55,14.99,19,1242.31,0.09,33.23,1510.95,13.89,1360.64
2730,5887-1,2015-10-31,Gary Zandusky,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Home Office,Mihael Khan,Critical,Artisan Hanging File Binders,Office Supplies,Small Pack,Regular Air,2015-10-31,3.65,5.98,2.33,49,191.36,0.02,7.92,174.24,1.49,171.23
2731,5887-1,2015-05-17,Frank Hawley,"2/797 Botany Rd,Rosebery",Sydney,NSW,Home Office,Samantha Chairs,Medium,Smiths Colored Interoffice Envelopes,Office Supplies,Small Box,Regular Air,2015-05-20,19.83,30.98,11.15,33,659.34,0.01,59.34,608.04,19.51,600.7
2732,5887-2,2015-05-11,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Critical,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,2015-05-13,2.26,3.58,1.32,16,23.92,0.01,1.67,22.25,5.47,23.74
2733,5887-2,2015-05-11,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Low,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,2015-05-13,3.65,5.98,2.33,44,23.92,0.01,1.67,22.25,1.49,23.74
2734,5887-2,2015-05-11,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Low,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,2015-05-13,3.65,5.98,2.33,31,23.92,0.0,1.67,22.25,1.49,23.74
2735,5889-1,2013-06-29,Adam Bellavance,"106 Ebley Street,Bondi Junction",Sydney,NSW,Small Business,Leighton Forrest,Not Specified,Adesso Programmable 142-Key Keyboard,Office Supplies,Small Box,Regular Air,2013-07-01,32.02,152.48,120.46,1,5144.5,0.1,34.52,4396.9,4.0,4402.9
2736,5891-1,2015-05-18,Sibella Parks,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Medium,Apex Straight Scissors,Technology,Small Box,Regular Air,2015-05-18,5.19,12.98,7.79,9,566.53,0.1,52.91,546.05,3.14,558.25
2737,5892-1,2015-03-15,Anthony Garwer,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Low,Artisan Binder Labels,Office Supplies,Wrap Bag,Regular Air,2015-03-17,2.45,3.89,1.44,27,18.65,0.06,0.87,18.11,7.01,21.93
2738,5893-1,2015-05-11,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Bagged Rubber Bands,Office Supplies,Small Box,Regular Air,2015-05-13,0.24,1.26,1.02,14,45.1,0.02,2.65,41.45,0.7,42.15
2739,5896-1,2013-07-10,Craig Carroll,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Medium,Alto 3-Hole Punch,Office Supplies,Wrap Bag,Express Air,2013-07-13,2.76,4.38,1.62,22,54.66,0.09,2.19,52.47,6.21,58.72
2740,5896-1,2013-03-07,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Bagged Rubber Bands,Office Supplies,Small Box,Regular Air,2013-03-10,0.24,1.26,1.02,19,57.0,0.07,3.42,53.58,0.7,46.28
2741,5896-1,2013-12-27,Tony Molinari,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Consumer,Mihael Khan,Low,Alto Perma 3000 Stacking Storage Drawers,Office Supplies,Wrap Bag,Regular Air,2013-12-29,8.92,29.74,20.82,41,1079.29,0.05,97.14,982.45,6.64,985.45
2742,5897-1,2014-04-15,Xylona Price,"98-104 Parramatta Rd,Camperdown",Sydney,NSW,Home Office,Phoebe Gour,Medium,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,2014-04-16,3.84,6.3,2.46,41,84.2,0.01,0.0,82.7,0.5,82.0
2743,5897-1,2015-09-09,Sarah Bern,"1-2/299 Sussex St,Sydney",Sydney,NSW,Home Office,Aanya Zhang,Medium,Binder Clips by OIC,Office Supplies,Wrap Bag,Regular Air,2015-09-10,0.93,1.48,0.55,19,52.02,0.09,2.16,45.7,0.7,43.2
2744,5897-1,2013-08-17,Valerie Dominguez,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Not Specified,"Artisan Hi-Liter GlideStik Fluorescent Task Lamp with Clamp Arm, Light Gray",Technology,Small Box,Regular Air,2013-08-17,56.16,136.98,80.82,29,46.68,0.03,3.27,42.15,24.49,41.83
2745,5897-1,2015-01-31,Senliston,"181 Enmore Rd,Enmore",Sydney,NSW,Home Office,Radhya Staples,Low,Smiths Bulldog Clip,Office Supplies,Small Box,Regular Air,2015-02-01,2.31,3.78,1.47,50,167.22,0.09,13.21,152.91,0.71,157.2
2746,5897-1,2013-12-23,Brian Dahlen,"1-2/299 Sussex St,Sydney",Sydney,NSW,Home Office,Aanya Zhang,Medium,Apex Box Cutter Scissors,Technology,Jumbo Drum,Delivery Truck,2013-12-25,4.19,10.23,6.04,38,464.2,0.09,33.28,430.2,4.68,434.55
2747,5897-1,2015-03-18,Erin Creighton,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,High,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Pack,Regular Air,2015-03-21,1.05,1.95,0.9,9,52.46,0.03,4.19,49.27,1.63,40.95
2748,5900-1,2015-05-18,Sibella Parks,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Critical,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,2015-05-18,1.59,2.61,1.02,42,57.42,0.04,5.17,52.25,0.5,57.02
2749,5900-1,2015-05-18,Sibella Parks,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,High,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,2015-05-18,1.59,2.61,1.02,41,57.42,0.02,5.17,52.25,0.5,57.02
2750,5900-1,2015-05-18,Sibella Parks,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Low,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Small Box,Regular Air,2015-05-18,1.19,1.98,0.79,16,57.42,0.09,5.17,52.25,4.77,57.02
2751,5900-1,2015-04-29,Cindy Schnelling,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Critical,Binder Clips by OIC,Office Supplies,Small Box,Regular Air,2015-05-01,0.93,1.48,0.55,8,160.54,0.02,1.61,158.93,0.7,159.59
2752,5901-1,2015-04-18,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Medium,Artisan 487 Labels,Office Supplies,Small Box,Express Air,2015-04-19,2.29,3.69,1.4,9,149.32,0.06,5.96,144.32,0.5,145.36
2753,5903-1,2016-05-19,Rose OBrian,"157 Norton St,Leichhardt",Sydney,NSW,Corporate,Stevie Bacata,Medium,Steady Liquid Accent Tank-Style Highlighters,Technology,Small Box,Regular Air,2016-05-20,1.31,2.84,1.53,14,72.5,0.05,3.88,69.97,0.93,70.38
2754,5903-1,2015-06-28,Brian Dahlen,"1-2/299 Sussex St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Critical,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,2015-06-30,3.32,5.18,1.86,6,85.69,0.03,9.11,78.87,2.04,82.38
2755,5904-1,2013-09-14,Jasper Cacioppo,"24 Addison Rd,Marrickville",Sydney,NSW,Corporate,Radhya Staples,High,Artisan Round Ring Poly Binders,Office Supplies,Wrap Bag,Regular Air,2013-09-18,1.82,2.84,1.02,39,34.46,0.06,2.85,30.67,5.44,31.68
2756,5905-1,2013-02-18,Sean Wendt,"145 Ramsay St,Haberfield",Sydney,NSW,Small Business,Phoebe Gour,High,Steady Pocket Accent Highlighters,Office Supplies,Small Box,Regular Air,2013-02-20,0.93,1.6,0.67,34,72.54,0.04,4.35,68.19,1.29,71.38
2757,5906-1,2015-05-20,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Not Specified,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighter, Yellow Ink",Technology,Small Box,Express Air,2015-05-23,1.92,3.26,1.34,21,74.88,0.03,5.99,68.99,1.86,70.38
2758,5906-1,2015-05-20,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Medium,Artisan Durable Binders,Office Supplies,Wrap Bag,Express Air,2015-05-23,1.84,2.88,1.04,21,74.88,0.06,5.69,67.99,1.49,70.38
2759,5906-1,2013-03-21,Thaas Sissman,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Corporate,Natasha Song,High,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,2013-03-28,2.45,3.89,1.44,2,63.06,0.08,2.64,62.39,7.01,63.39
2760,5907-1,2014-06-25,Valerie Dominguez,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Consumer,Tina Carlton,Not Specified,Apex Box Cutter Scissors,Office Supplies,Small Box,Regular Air,2014-06-26,4.19,10.23,6.04,21,260.9,0.09,1.6,263.21,4.68,244.72
2761,5907-1,2015-09-11,Katherine Ducich,"61A Bay Road,Wollstonecraft",Sydney,NSW,Home Office,Samantha Chairs,Medium,Pizazz Colored Pencils,Technology,Jumbo Drum,Delivery Truck,2015-09-02,1.76,2.94,1.18,1,61.33,0.05,4.27,60.99,0.81,62.36
2762,5907-1,2015-05-22,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Small Business,Mihael Khan,Low,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Office Supplies,Wrap Bag,Regular Air,2015-05-24,3.88,6.47,2.59,48,71.82,0.05,2.15,69.67,1.22,70.38
2763,5907-1,2015-05-20,Allen Armold,"224A Gertrude St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Critical,Lumi Crayons,Office Supplies,Small Box,Regular Air,2015-05-22,5.22,9.85,4.63,11,1735.09,0.03,34.7,1700.39,4.82,1702.38
2764,5907-1,2013-10-13,Sylvia Foulston,"122 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,High,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,2013-10-13,1.59,2.61,1.02,29,46.6,0.1,2.4,43.58,0.5,45.45
2765,5908-1,2015-05-20,Alan Shonely,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,UGen RF Keyboard,Office Supplies,Small Box,Regular Air,2015-05-21,81.59,159.99,78.4,39,3039.81,0.07,303.98,2735.83,5.5,2741.33
2766,5909-1,2015-05-22,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Home Office,Mihael Khan,Medium,Smiths Bulldog Clip,Office Supplies,Small Box,Regular Air,2015-05-24,2.31,3.78,1.47,8,71.82,0.07,2.15,69.67,0.71,70.38
2767,5909-1,2015-05-22,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Home Office,Mihael Khan,Medium,Smiths Bulldog Clip,Office Supplies,Small Box,Express Air,2015-05-24,2.31,3.78,1.47,18,71.82,0.05,2.15,69.67,0.71,70.38
2768,5909-1,2015-05-22,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Small Business,Mihael Khan,High,Smiths Bulldog Clip,Office Supplies,Small Box,Regular Air,2015-05-24,2.31,3.78,1.47,47,71.82,0.0,2.15,69.67,0.71,70.38
2769,5909-1,2015-05-22,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Corporate,Mihael Khan,Medium,Smiths Bulldog Clip,Office Supplies,Wrap Bag,Regular Air,2015-05-24,2.31,3.78,1.47,41,71.82,0.03,2.15,69.67,0.71,70.38
2770,5909-1,2015-05-22,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Small Business,Mihael Khan,Low,Smiths Bulldog Clip,Office Supplies,Wrap Bag,Regular Air,2015-05-24,2.31,3.78,1.47,40,71.82,0.04,2.15,69.67,0.71,70.38
2771,5909-1,2015-05-22,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Small Business,Mihael Khan,Critical,Smiths Bulldog Clip,Office Supplies,Small Box,Express Air,2015-05-24,2.31,3.78,1.47,41,71.82,0.07,2.15,69.67,0.71,70.38
2772,5911-1,2013-09-05,Karl Brown,"470 Anzac Parade,Kingsford",Sydney,NSW,Home Office,Tina Carlton,High,Steady Liquid Accent Tank-Style Highlighters,Technology,Small Box,Regular Air,2013-09-07,1.31,2.84,1.53,48,72.8,0.04,2.44,69.56,0.93,72.46
2773,5911-1,2013-05-09,Liz Pelletier,"79 Elliott St,Balmain",Sydney,NSW,Consumer,Aanya Zhang,High,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Wrap Bag,Regular Air,2013-05-10,0.9,2.1,1.2,27,35.7,0.07,3.21,32.49,0.7,33.19
2774,5911-1,2013-08-10,Valerie Dominguez,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Home Office,Tina Carlton,High,Adesso Programmable 142-Key Keyboard,Office Supplies,Small Box,Express Air,2013-08-15,39.64,152.48,112.84,40,5863.58,0.03,252.99,5337.59,6.5,5354.58
2775,5911-1,2015-05-24,Maurice Satty,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Steady Pocket Accent Highlighters,Office Supplies,Small Box,Express Air,2015-05-25,0.93,1.6,0.67,23,35.7,0.01,3.21,32.49,1.29,33.19
2776,5911-1,2014-11-22,Ale Hulle,"211/25-29 Dixon St,Haymarket",Sydney,NSW,Small Business,Preston Senome,Critical,Steady Pocket Accent Highlighters,Office Supplies,Small Box,Regular Air,2014-11-23,0.93,1.6,0.67,42,35.76,0.07,3.5,35.34,1.29,36.45
2777,5911-1,2015-05-24,Maurice Satty,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,High,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Small Box,Regular Air,2015-05-25,0.9,2.1,1.2,27,35.7,0.0,3.21,32.49,0.7,33.19
2778,5911-1,2015-06-13,Rick Hansen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Medium,TechSavi Access Keyboard,Office Supplies,Wrap Bag,Express Air,2015-06-16,8.31,15.98,7.67,22,97.76,0.09,9.78,86.99,6.5,96.99
2779,5911-1,2013-05-19,Nara Carroll,"1-2/299 Sussex St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Artisan Hole Reinforcements for Hole-Punch Pages,Technology,Small Box,Regular Air,2013-05-20,1.19,1.98,0.79,8,201.42,0.06,8.22,195.6,4.77,197.21
2780,5912-1,2013-07-21,Adam Shillingsburg,"Westfield Parramatta,Parramatta",Sydney,NSW,Corporate,Stevie Bacata,High,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2013-07-23,1.6,2.62,1.02,7,35.72,0.0,3.51,32.29,0.8,33.75
2781,5913-1,2014-08-27,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Medium,Artisan 481 Labels,Technology,Small Box,Regular Air,2014-10-02,1.94,3.08,1.14,24,20.6,0.08,2.22,21.38,0.99,22.29
2782,5913-1,2015-03-15,Carlos Soltero,"1/41B Elizabeth Bay Rd,Elizabeth Bay",Sydney,NSW,Consumer,Charlie Bui,High,Steady Major Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,2015-03-17,3.75,7.08,3.33,46,138.54,0.0,13.85,122.45,2.35,126.77
2783,5913-1,2014-07-15,Bobby Odegard,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,High,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Wrap Bag,Express Air,2014-07-17,0.9,2.1,1.2,47,36.52,0.0,2.64,35.64,0.7,36.73
2784,5913-1,2015-05-24,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,High,"Message Book, One Form per Page",Office Supplies,Small Box,Regular Air,2015-05-28,2.41,3.71,1.3,23,346.92,0.06,0.0,346.92,1.93,349.67
2785,5913-1,2015-05-24,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Low,Steady Major Accent Highlighters,Office Supplies,Small Box,Regular Air,2015-05-26,3.75,7.08,3.33,32,346.92,0.1,0.0,346.92,2.35,349.27
2786,5914-1,2013-08-12,Dave Poirier,"402 Argyle St,Moss Vale",Sydney,NSW,Home Office,Natasha Song,High,Multimedia Mailers,Office Supplies,Small Box,Regular Air,2013-08-14,99.39,162.93,63.54,40,6192.5,0.04,244.5,5767.48,19.99,5367.17
2787,5914-1,2013-02-18,Sean Wendt,"150 Ksan St,Haberfield",Sydney,NSW,Home Office,Aanya Zhang,Low,3Max Organizer Strips,Office Supplies,Small Box,Regular Air,2013-02-20,3.4,5.4,2.0,43,66.04,0.08,4.64,62.96,7.78,62.47
2788,5914-1,2015-05-29,Cindy Schnelling,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Medium,12 Colored Short Pencils,Office Supplies,Small Box,Regular Air,2015-05-31,1.09,2.6,1.51,3,69.12,0.05,4.84,61.88,2.4,63.57
2789,5914-1,2013-05-05,Christopher Schild,"4A Lyons St,Strathfield",Sydney,NSW,Consumer,Tina Carlton,Low,12 Colored Short Pencils,Office Supplies,Small Pack,Regular Air,2013-05-06,1.09,2.6,1.51,22,63.97,0.1,5.99,53.37,2.4,63.47
2790,5916-1,2015-04-04,Carol Triggs,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,Medium,Smiths Bulldog Clip,Technology,Jumbo Drum,Delivery Truck,2015-04-05,2.31,3.78,1.47,38,66.6,0.09,5.41,62.49,0.71,63.79
2791,5916-1,2015-05-15,Penelope Sewall,"96 Liverpool St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Low,Col-Eucess Memo Sheets,Office Supplies,Small Box,Regular Air,2015-05-17,2.52,4.0,1.48,1,239.54,0.03,2.69,223.63,1.3,228.52
2792,5916-1,2013-02-11,Claire Good,"7/370-374 Victoria Ave,Chatswood",Sydney,NSW,Corporate,Stevie Bacata,Critical,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2013-02-12,2.5,5.68,3.18,13,64.92,0.08,3.49,63.57,3.6,63.77
2793,5916-1,2014-05-20,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Consumer,Mihael Khan,Critical,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Regular Air,2014-05-21,5.33,8.6,3.27,17,238.0,0.03,19.18,246.52,6.19,244.57
2794,5916-1,2014-08-07,John Lucas,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Critical,Artisan 481 Labels,Technology,Medium Box,Regular Air,2014-08-09,1.94,3.08,1.14,19,88.88,0.01,1.71,86.99,0.99,92.79
2795,5917-1,2015-01-13,Max Jones,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Low,Apex Preferred Stainless Steel Scissors,Technology,Large Box,Regular Air,2015-01-15,2.5,5.68,3.18,16,362.68,0.0,19.21,368.37,3.6,336.94
2796,5917-1,2015-05-28,Lynn Smith,"61A Bay Road,Wollstonecraft",Sydney,NSW,Home Office,Samantha Chairs,Medium,12 Colored Short Pencils,Office Supplies,Small Box,Regular Air,2015-05-29,1.09,2.6,1.51,9,109.2,0.09,5.46,103.74,2.4,106.14
2797,5918-1,2014-08-11,Benjamin Patterson,"1-2/299 Sussex St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,High,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,2014-08-12,2.45,3.89,1.44,23,16.28,0.02,0.32,16.45,7.01,12.45
2798,5918-1,2015-01-12,Jenna Caffey,"6 Mary St,Newtownnt,Kingsford",Sydney,NSW,Home Office,Samantha Chairs,Not Specified,"Wirebound Message Book, 4 per Page",Technology,Large Box,Regular Air,2015-01-13,3.48,5.43,1.95,41,73.7,0.09,2.69,79.64,0.95,70.42
2799,5919-1,2014-04-07,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Consumer,Connor Betts,Critical,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Office Supplies,Wrap Bag,Regular Air,2014-04-07,3.88,6.47,2.59,50,34.0,0.09,3.91,34.63,1.22,35.37
2800,5919-1,2015-08-15,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,Critical,Apiman Suite,Office Supplies,Small Box,Regular Air,2015-08-17,156.5,300.97,144.47,22,253.36,0.1,24.59,228.53,7.18,228.52
2801,5920-1,2015-06-28,Joseph Airdo,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Not Specified,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,2015-06-30,2.26,3.58,1.32,49,24.92,0.09,2.48,24.2,5.47,25.71
2802,5922-1,2013-06-03,Nathan Mautz,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Low,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Wrap Bag,Regular Air,2013-06-05,54.29,90.48,36.19,38,1150.2,0.06,50.39,1111.83,19.99,1214.95
2803,5924-1,2014-01-10,Anne Pryor,"1-2/299 Sussex St,Sydney",Sydney,NSW,Home Office,Aanya Zhang,High,Colored Envelopes,Office Supplies,Wrap Bag,Regular Air,2014-01-11,2.25,3.69,1.44,21,144.2,0.03,4.69,134.01,2.5,146.04
2804,5925-1,2015-05-31,Lauren Leatherbury,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Medium,Multimedia Mailers,Office Supplies,Small Box,Express Air,2015-06-05,99.39,162.93,63.54,3,1494.68,0.05,119.57,1375.11,19.99,1383.33
2805,5925-1,2013-05-04,Lynn Smith,"61A Bay Road,Wollstonecraft",Sydney,NSW,Small Business,Samantha Chairs,Medium,Artisan 48 Labels,Office Supplies,Wrap Bag,Regular Air,2013-05-06,3.84,6.3,2.46,29,45.97,0.07,2.93,43.39,0.5,43.29
2806,5925-1,2017-01-30,Julia Barnett,"485 Crown St,Surry Hills",Sydney,NSW,Corporate,Leighton Forrest,Low,Laser DVD-RAM discs,Furniture,Large Box,Regular Air,2017-01-02,20.18,35.41,15.23,8,126.54,0.09,3.07,115.79,1.99,116.59
2807,5925-1,2015-05-31,Lauren Leatherbury,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Small Business,Nicholas Fernandes,Critical,Multimedia Mailers,Office Supplies,Wrap Bag,Regular Air,2015-06-05,99.39,162.93,63.54,24,1494.68,0.07,119.57,1375.11,19.99,1383.33
2808,5925-1,2016-02-12,Alejandro Ballentine,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Not Specified,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Small Box,Regular Air,2016-02-13,1.87,8.12,6.25,42,626.32,0.04,44.57,592.93,2.83,693.15
2809,5925-1,2015-03-22,Tom Ashbrook,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,High,EcoTones Memo Sheets,Office Supplies,Small Box,Express Air,2015-03-23,2.52,4.0,1.48,48,124.28,0.02,11.55,121.03,1.3,112.29
2810,5925-1,2014-07-26,Victoria Wilson,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Low,Bagged Rubber Bands,Office Supplies,Wrap Bag,Regular Air,2014-08-02,0.24,1.26,1.02,4,42.6,0.09,2.18,41.32,0.7,44.38
